Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Nebraska,US,2/13/2021 5:30,41.1254,-98.2681,195485,2002,141783,51700,31,10105.67574,2231446,,1.024119498,84000031,USA,115355.4989,,2/12/2021,,
Nevada,US,2/13/2021 5:30,38.3135,-117.0554,287023,4663,,,32,9318.456598,2590646,,1.624608481,84000032,USA,84107.62312,,2/12/2021,,
New Hampshire,US,2/13/2021 5:30,43.4525,-71.5639,70322,1126,65349,3847,33,5171.834309,1354823,,1.601205882,84000033,USA,99640.51184,,2/12/2021,,
New Jersey,US,2/13/2021 5:30,40.2989,-74.521,740062,22393,71510,646159,34,8331.976686,10007798,,3.025827566,84000034,USA,112672.6404,,2/12/2021,,
New Mexico,US,2/13/2021 5:30,34.8405,-106.2485,179724,3502,117635,58587,35,8571.228269,2512101,,1.948543322,84000035,USA,119804.7623,,2/12/2021,,
New York,US,2/13/2021 5:30,42.1657,-74.9481,1522785,45410,136491,1340884,36,7827.795641,34548681,,2.982036203,84000036,USA,177595.6649,,2/12/2021,,
North Carolina,US,2/13/2021 5:30,35.6301,-79.8064,814594,10376,730454,73764,37,7766.852363,9528811,,1.273763372,84000037,USA,9.08537E-06,,2/12/2021,,
North Dakota,US,2/13/2021 5:30,47.5289,-99.784,98332,1461,96234,771,38,12920.99593,1376213,,1.483760892,84000038,USA,180590.6868,,2/12/2021,,
Northern Mariana Islands,US,2/13/2021 5:30,15.0979,145.6739,134,2,29,103,69,243.0001451,17563,,1.492537313,580,MNP,31849.33991,,2/12/2021,,
Ohio,US,2/13/2021 5:30,40.3888,-82.7649,934742,18088,851653,64997,39,7996.697778,11275227,,1.935507338,84000039,USA,9.64593E-06,,2/12/2021,,
Oklahoma,US,2/13/2021 5:30,35.5653,-96.9289,411727,3959,384398,23370,40,10405.10532,3358452,,0.96155948,84000040,USA,84874.31422,,2/12/2021,,
Oregon,US,2/13/2021 5:30,44.572,-122.0709,149576,2094,,,41,3546.356731,3364377,,1.399957212,84000041,USA,79767.34917,,2/12/2021,,
Pennsylvania,US,2/13/2021 5:30,40.5908,-77.2098,896305,22975,772782,100548,42,7001.294877,9727728,,2.563301555,84000042,USA,75986.06748,,2/12/2021,,
Puerto Rico,US,2/13/2021 5:30,18.2208,-66.5901,96924,1907,86798,8219,72,3034.855562,1633470,,1.967520944,630,PRI,51146.72852,,2/12/2021,,
Rhode Island,US,2/13/2021 5:30,41.6809,-71.5118,120821,2452,7496,110873,44,11405.08288,2736973,,2.029448523,84000044,USA,258360.7477,,2/12/2021,,
South Carolina,US,2/13/2021 5:30,33.8569,-80.945,480157,7894,215306,256957,45,9325.765618,4595965,,1.644045593,84000045,USA,89264.32892,,2/12/2021,,
South Dakota,US,2/13/2021 5:30,44.2998,-99.4388,110068,1831,106057,2180,46,12441.85613,669812,,1.663517099,84000046,USA,7.57141E-06,,2/12/2021,,
Tennessee,US,2/13/2021 5:30,35.7478,-86.6923,748225,10893,718749,18969,47,10961.95528,6690985,,1.455094836,84000047,USA,97976.49028,,2/12/2021,,
Texas,US,2/13/2021 5:30,31.0545,-97.5635,2591878,40918,2204146,344108,48,8929.388971,18605754,,1.579704575,84000048,USA,64166.88632,,2/12/2021,,
Utah,US,2/13/2021 5:30,40.15,-111.8624,359641,1785,330949,26907,49,11217.89493,2723333,,0.496328283,84000049,USA,84945.99742,,2/12/2021,,
Vermont,US,2/13/2021 5:30,44.0459,-72.7107,13415,189,10331,2895,50,2149.877642,961542,,1.408870667,84000050,USA,154095.9857,,2/12/2021,,
Virgin Islands,US,2/13/2021 5:30,18.3358,-64.8963,2524,25,2399,100,78,2352.985047,44448,,0.990491284,850,VIR,41436.40228,,2/12/2021,,
Virginia,US,2/13/2021 5:30,37.7693,-78.17,544209,6966,42712,494531,51,6375.816163,5553955,,1.280022932,84000051,USA,65068.74392,,2/12/2021,,
Washington,US,2/13/2021 5:30,47.4009,-121.4905,327167,4675,,,53,4296.40968,4840076,,1.428933847,84000053,USA,63560.65673,,2/12/2021,,
West Virginia,US,2/13/2021 5:30,38.4912,-80.9545,126887,2200,111584,13103,54,7080.166973,2068472,,1.73382616,84000054,USA,115418.6571,,2/12/2021,,
Wisconsin,US,2/13/2021 5:30,44.2685,-89.6165,605785,6734,535627,63424,55,10404.32575,6454144,,1.111615507,84000055,USA,1.1085E-05,,2/12/2021,,
Wyoming,US,2/13/2021 5:30,42.756,-107.3025,53086,647,51640,799,56,9172.38436,604578,,1.218777079,84000056,USA,104461.0969,,2/12/2021,,
Alabama,US,2/14/2021 5:30,32.3182,-86.9023,479856,9242,264621,205993,1,9786.61829,,,1.925994465,84000001,USA,,,2/13/2021,,
Alaska,US,2/14/2021 5:30,61.3707,-152.4044,56410,282,,,2,7711.077241,1584548,,0.499911363,84000002,USA,216602.9431,,2/13/2021,,
American Samoa,US,2/14/2021 5:30,-14.271,-170.132,0,0,,,60,0,2140,,,16,ASM,3846.084722,,2/13/2021,,
Arizona,US,2/14/2021 5:30,33.7298,-111.4312,795323,14948,111173,669202,4,10926.69216,7179670,,1.879487956,84000004,USA,49689.05921,,2/13/2021,,
Arkansas,US,2/14/2021 5:30,34.9697,-92.3731,312562,5252,295061,12249,5,10357.26641,2578512,,1.680306627,84000005,USA,85443.32236,,2/13/2021,,
California,US,2/14/2021 8:31,36.1162,-119.6816,3537185,46586,,,6,8956.210841,45411637,,1.31120793,84000006,USA,114930.6051,,2/13/2021,,
Colorado,US,2/14/2021 5:30,39.0598,-105.3111,429127,5991,21895,385274,8,7171.417478,5829955,,1.407806132,84000008,USA,101236.7124,,2/13/2021,,
Connecticut,US,2/14/2021 5:30,41.5978,-72.7554,267337,7381,9800,250156,9,7498.330429,6214545,,2.7609347,84000009,USA,174307.0053,,2/13/2021,,
Delaware,US,2/14/2021 5:30,39.3185,-75.5071,82672,1356,,,10,8489.942121,1349014,,1.64021676,84000010,USA,1.38536E-05,,2/13/2021,,
Diamond Princess,US,2/14/2021 5:30,,,49,0,,,88888,,,,0,84088888,USA,,,2/13/2021,,
District of Columbia,US,2/14/2021 5:30,38.8974,-77.0268,38796,979,27549,10268,11,5497.138501,1163922,,2.523456026,84000011,USA,164920.1062,,2/13/2021,,
Florida,US,2/14/2021 5:30,27.7663,-81.6868,1821937,28683,,,12,8482.909536,21959586,,1.574313492,84000012,USA,102243.4812,,2/13/2021,,
Georgia,US,2/14/2021 5:30,33.0406,-83.6431,962808,15850,,,13,9068.189145,6828948,,1.646226454,84000013,USA,64318.31905,,2/13/2021,,
Grand Princess,US,2/14/2021 5:30,,,103,3,,,99999,,,,2.912621359,84099999,USA,,,2/13/2021,,
Guam,US,2/14/2021 5:30,13.4443,144.7937,7689,130,7472,87,66,4681.877135,112231,,1.690727013,316,GUM,68338.11324,,2/13/2021,,
Hawaii,US,2/14/2021 5:30,21.0943,-157.4983,27584,425,,,15,1948.198707,1029156,,1.54074826,84000015,USA,72687.07906,,2/13/2021,,
Idaho,US,2/14/2021 5:30,44.2405,-114.4788,167483,1803,89126,76554,16,9371.95905,621427,,1.07652717,84000016,USA,34773.60924,,2/13/2021,,
Illinois,US,2/14/2021 5:30,40.3495,-88.9861,1160523,22087,,,17,9158.29698,17106909,,1.903193646,84000017,USA,134999.6106,,2/13/2021,,
Indiana,US,2/14/2021 5:30,39.8494,-86.2583,647657,12149,421850,213658,18,9620.260422,7516729,,1.8758386,84000018,USA,1.11653E-05,,2/13/2021,,
Iowa,US,2/14/2021 5:30,42.0115,-93.2105,329039,5236,301196,22607,19,10428.89698,1279333,,1.591300727,84000019,USA,40548.48228,,2/13/2021,,
Kansas,US,2/14/2021 5:30,38.5266,-96.7265,288124,4367,6057,278051,20,9901.953583,1217589,,1.513822688,84000020,USA,41793.95012,,2/13/2021,,
Kentucky,US,2/14/2021 5:30,37.6681,-84.6701,387090,4272,45606,337212,21,8664.241989,3758264,,1.103619313,84000021,USA,84121.28641,,2/13/2021,,
Louisiana,US,2/14/2021 5:30,31.1695,-91.8678,418585,9276,380673,28636,22,9004.16323,5306282,,2.216037364,84000022,USA,114143.195,,2/13/2021,,
Maine,US,2/14/2021 5:30,44.6939,-69.3819,42425,647,12641,29137,23,3156.124183,1496938,,1.525044196,84000023,USA,111361.7495,,2/13/2021,,
Maryland,US,2/14/2021 5:30,39.0639,-76.8021,370136,7536,9565,353035,24,6122.322055,7429742,,2.036008386,84000024,USA,1.22893E-05,,2/13/2021,,
Massachusetts,US,2/14/2021 5:30,42.2302,-71.5301,555895,12926,453740,86731,25,8065.212304,15353805,,2.774624704,84000025,USA,2.22761E-05,,2/13/2021,,
Michigan,US,2/14/2021 5:30,43.3266,-84.5361,628956,16119,517991,94846,26,6297.837247,9938349,,2.562818385,84000026,USA,9.95143E-06,,2/13/2021,,
Minnesota,US,2/14/2021 5:30,45.6945,-93.9002,472791,6437,458492,7862,27,8383.366149,6563488,,1.361489538,84000027,USA,116381.4944,,2/13/2021,,
Mississippi,US,2/14/2021 5:30,32.7416,-89.6787,286343,6461,253140,26742,28,9621.258882,1646980,,2.256384825,84000028,USA,55339.29921,,2/13/2021,,
Missouri,US,2/14/2021 5:30,38.4561,-92.2884,550972,7780,,,29,8977.245843,4321174,,1.412049977,84000029,USA,70406.91964,,2/13/2021,,
Montana,US,2/14/2021 5:30,46.9219,-110.4544,97297,1327,93148,2822,30,9103.574362,1017979,,1.363865278,84000030,USA,95247.00172,,2/13/2021,,
Nebraska,US,2/14/2021 5:30,41.1254,-98.2681,197027,2002,142112,52913,31,10185.39005,2247248,,1.016104392,84000031,USA,116172.3897,,2/13/2021,,
Nevada,US,2/14/2021 5:30,38.3135,-117.0554,287836,4694,,,32,9344.851365,2604210,,1.630789755,84000032,USA,84547.99043,,2/13/2021,,
New Hampshire,US,2/14/2021 5:30,43.4525,-71.5639,70756,1130,66122,3504,33,5203.752856,1361332,,1.597037707,84000033,USA,100119.2165,,2/13/2021,,
New Jersey,US,2/14/2021 5:30,40.2989,-74.521,743819,22440,71805,649574,34,8374.274813,10077534,,3.016862973,84000034,USA,113457.7621,,2/13/2021,,
New Mexico,US,2/14/2021 5:30,34.8405,-106.2485,180289,3516,118926,57847,35,8598.173719,2535285,,1.950202175,84000035,USA,120910.4319,,2/13/2021,,
New York,US,2/14/2021 5:30,42.1657,-74.9481,1531540,45566,137276,1348698,36,7872.800255,34802244,,2.975175314,84000036,USA,178899.092,,2/13/2021,,
North Carolina,US,2/14/2021 5:30,35.6301,-79.8064,818724,10453,730454,77817,37,7806.230385,9585739,,1.276742834,84000037,USA,9.13965E-06,,2/13/2021,,
North Dakota,US,2/14/2021 5:30,47.5289,-99.784,98379,1461,96305,785,38,12932.14988,1377365,,1.482481152,84000038,USA,180741.8556,,2/13/2021,,
Northern Mariana Islands,US,2/14/2021 5:30,15.0979,145.6739,134,2,29,103,69,243.0001451,17563,,1.492537313,580,MNP,31849.33991,,2/13/2021,,
Ohio,US,2/14/2021 5:30,40.3888,-82.7649,937541,18124,855734,63679,39,8020.643163,11318202,,1.933568772,84000039,USA,9.6827E-06,,2/13/2021,,
Oklahoma,US,2/14/2021 5:30,35.5653,-96.9289,413201,3994,386420,22787,40,10442.35603,3369881,,0.96659979,84000040,USA,85163.14626,,2/13/2021,,
Oregon,US,2/14/2021 5:30,44.572,-122.0709,150034,2137,,,41,3557.215635,3384703,,1.424343815,84000041,USA,80249.26637,,2/13/2021,,
Pennsylvania,US,2/14/2021 5:30,40.5908,-77.2098,900165,23070,776339,100756,42,7031.446442,9799882,,2.562863475,84000042,USA,76549.68302,,2/13/2021,,
Puerto Rico,US,2/14/2021 5:30,18.2208,-66.5901,97313,1915,87165,8233,72,3047.035815,1639810,,1.967876851,630,PRI,51345.24472,,2/13/2021,,
Rhode Island,US,2/14/2021 5:30,41.6809,-71.5118,120821,2459,7496,110866,44,11405.08288,2736973,,2.035242218,84000044,USA,258360.7477,,2/13/2021,,
South Carolina,US,2/14/2021 5:30,33.8569,-80.945,483140,7911,217023,258206,45,9383.702416,4631748,,1.637413586,84000045,USA,89959.318,,2/13/2021,,
South Dakota,US,2/14/2021 5:30,44.2998,-99.4388,110205,1838,106248,2119,46,12457.34232,671475,,1.667800916,84000046,USA,7.59021E-06,,2/13/2021,,
Tennessee,US,2/14/2021 5:30,35.7478,-86.6923,749894,10902,720977,18408,47,10986.49705,6711555,,1.453043969,84000047,USA,98277.69801,,2/13/2021,,
Texas,US,2/14/2021 5:30,31.0545,-97.5635,2603152,41166,2220233,339055,48,8968.297945,18700767,,1.582387883,84000048,USA,64494.5639,,2/13/2021,,
Utah,US,2/14/2021 5:30,40.15,-111.8624,360584,1790,332702,26092,49,11247.30892,2732808,,0.496416924,84000049,USA,85241.54091,,2/13/2021,,
Vermont,US,2/14/2021 5:30,44.0459,-72.7107,13561,189,10547,2825,50,2173.27549,958666,,1.393702529,84000050,USA,153635.0801,,2/13/2021,,
Virgin Islands,US,2/14/2021 5:30,18.3358,-64.8963,2524,25,2399,100,78,2352.985047,44448,,0.990491284,850,VIR,41436.40228,,2/13/2021,,
Virginia,US,2/14/2021 5:30,37.7693,-78.17,547424,6996,42887,497541,51,6413.482297,5583255,,1.27798562,84000051,USA,65412.01537,,2/13/2021,,
Washington,US,2/14/2021 5:30,47.4009,-121.4905,328047,4675,,,53,4307.965982,4866993,,1.425100672,84000053,USA,63914.1351,,2/13/2021,,
West Virginia,US,2/14/2021 5:30,38.4912,-80.9545,127282,2201,112541,12540,54,7102.207576,2078952,,1.729231156,84000054,USA,116003.4305,,2/13/2021,,
Wisconsin,US,2/14/2021 5:30,44.2685,-89.6165,606651,6744,536864,63043,55,10419.19926,6479789,,1.11167706,84000055,USA,1.1129E-05,,2/13/2021,,
Wyoming,US,2/14/2021 5:30,42.756,-107.3025,53086,647,51640,799,56,9172.38436,604578,,1.218777079,84000056,USA,104461.0969,,2/13/2021,,
Alabama,US,2/15/2021 5:31,32.3182,-86.9023,480931,9242,264621,207068,1,9808.542815,,,1.92168939,84000001,USA,,,2/14/2021,,
Alaska,US,2/15/2021 5:31,61.3707,-152.4044,56411,282,,,2,7711.213938,1584548,,0.499902501,84000002,USA,216602.9431,,2/14/2021,,
American Samoa,US,2/15/2021 5:31,-14.271,-170.132,0,0,,,60,0,2140,,,16,ASM,3846.084722,,2/14/2021,,
Arizona,US,2/15/2021 5:31,33.7298,-111.4312,797270,14978,111649,670643,4,10953.44138,7218703,,1.87866093,84000004,USA,49846.18855,,2/14/2021,,
Arkansas,US,2/15/2021 5:31,34.9697,-92.3731,313028,5265,296050,11713,5,10372.7081,2584498,,1.681958163,84000005,USA,85641.67852,,2/14/2021,,
California,US,2/15/2021 8:30,36.1162,-119.6816,3543966,46817,,,6,8973.359965,45703217,,1.315696697,84000006,USA,115668.554,,2/14/2021,,
Colorado,US,2/15/2021 5:31,39.0598,-105.3111,429864,5994,21929,386083,8,7186.229756,5851957,,1.407320774,84000008,USA,101618.7754,,2/14/2021,,
Connecticut,US,2/15/2021 5:31,41.5978,-72.7554,267337,7381,9800,250156,9,7498.330429,6214545,,2.7609347,84000009,USA,174307.0053,,2/14/2021,,
Delaware,US,2/15/2021 5:31,39.3185,-75.5071,83003,1361,,,10,8523.933931,1353242,,1.63969977,84000010,USA,1.3897E-05,,2/14/2021,,
Diamond Princess,US,2/15/2021 5:31,,,49,0,,,88888,,,,0,84088888,USA,,,2/14/2021,,
District of Columbia,US,2/15/2021 5:31,38.8974,-77.0268,38918,979,27677,10262,11,5514.4251,1169684,,2.515545506,84000011,USA,165736.5437,,2/14/2021,,
Florida,US,2/15/2021 5:31,27.7663,-81.6868,1827373,28779,,,12,8508.219465,22005256,,1.574883727,84000012,USA,102456.12,,2/14/2021,,
Georgia,US,2/15/2021 5:31,33.0406,-83.6431,964737,15871,,,13,9086.357396,6853061,,1.645111569,84000013,USA,64545.42689,,2/14/2021,,
Grand Princess,US,2/15/2021 5:31,,,103,3,,,99999,,,,2.912621359,84099999,USA,,,2/14/2021,,
Guam,US,2/15/2021 5:31,13.4443,144.7937,7689,130,7472,87,66,4681.877135,112234,,1.690727013,316,GUM,68339.93996,,2/14/2021,,
Hawaii,US,2/15/2021 5:31,21.0943,-157.4983,27616,426,,,15,1950.458799,1034740,,1.542584009,84000015,USA,73081.46499,,2/14/2021,,
Idaho,US,2/15/2021 5:31,44.2405,-114.4788,167483,1803,89410,76270,16,9371.95905,622353,,1.07652717,84000016,USA,34825.42605,,2/14/2021,,
Illinois,US,2/15/2021 5:31,40.3495,-88.9861,1162154,22121,,,17,9171.168059,17171858,,1.903448252,84000017,USA,135512.1573,,2/14/2021,,
Indiana,US,2/15/2021 5:31,39.8494,-86.2583,648875,12173,422051,214651,18,9638.352525,7557530,,1.876016182,84000018,USA,1.12259E-05,,2/14/2021,,
Iowa,US,2/15/2021 5:31,42.0115,-93.2105,329258,5236,301774,22248,19,10435.83819,1280992,,1.590242302,84000019,USA,40601.06432,,2/14/2021,,
Kansas,US,2/15/2021 5:31,38.5266,-96.7265,288124,4367,6057,278051,20,9901.953583,1217589,,1.513822688,84000020,USA,41793.95012,,2/14/2021,,
Kentucky,US,2/15/2021 5:31,37.6681,-84.6701,388798,4282,45880,338636,21,8702.472182,3758264,,1.101343114,84000021,USA,84121.28641,,2/14/2021,,
Louisiana,US,2/15/2021 5:31,31.1695,-91.8678,419891,9292,380673,29926,22,9032.256538,5338034,,2.212955267,84000022,USA,114826.2108,,2/14/2021,,
Maine,US,2/15/2021 5:31,44.6939,-69.3819,42529,649,12645,29235,23,3163.861058,1497048,,1.526017541,84000023,USA,111369.9327,,2/14/2021,,
Maryland,US,2/15/2021 5:31,39.0639,-76.8021,370983,7554,9569,353860,24,6136.332059,7466180,,2.036211902,84000024,USA,1.23496E-05,,2/14/2021,,
Massachusetts,US,2/15/2021 5:31,42.2302,-71.5301,557777,12963,453740,88553,25,8092.517334,15467316,,2.776019807,84000025,USA,2.24408E-05,,2/14/2021,,
Michigan,US,2/15/2021 5:31,43.3266,-84.5361,628956,16119,517991,94846,26,6297.837247,9938349,,2.562818385,84000026,USA,9.95143E-06,,2/14/2021,,
Minnesota,US,2/15/2021 5:31,45.6945,-93.9002,473567,6444,459525,7598,27,8397.125912,6586481,,1.360736707,84000027,USA,116789.1983,,2/14/2021,,
Mississippi,US,2/15/2021 5:31,32.7416,-89.6787,287436,6462,253140,27834,28,9657.984194,1648073,,2.248152632,84000028,USA,55376.02452,,2/14/2021,,
Missouri,US,2/15/2021 5:31,38.4561,-92.2884,551526,7782,,,29,8986.272426,4331743,,1.410994223,84000029,USA,70579.12533,,2/14/2021,,
Montana,US,2/15/2021 5:31,46.9219,-110.4544,97401,1327,93328,2746,30,9113.305102,1021061,,1.36240901,84000030,USA,95535.36843,,2/14/2021,,
Nebraska,US,2/15/2021 5:31,41.1254,-98.2681,197236,2002,142312,52922,31,10196.19439,2252919,,1.015027683,84000031,USA,116465.5543,,2/14/2021,,
Nevada,US,2/15/2021 5:31,38.3135,-117.0554,288348,4709,,,32,9361.473899,2612420,,1.63309612,84000032,USA,84814.53537,,2/14/2021,,
New Hampshire,US,2/15/2021 5:31,43.4525,-71.5639,71044,1133,66287,3624,33,5224.933828,1369614,,1.59478633,84000033,USA,100728.3165,,2/14/2021,,
New Jersey,US,2/15/2021 5:31,40.2989,-74.521,745987,22454,72120,651413,34,8398.683208,10079702,,3.009972024,84000034,USA,113482.1705,,2/14/2021,,
New Mexico,US,2/15/2021 5:31,34.8405,-106.2485,180571,3529,120051,56991,35,8611.622598,2543345,,1.954355904,84000035,USA,121294.8218,,2/14/2021,,
New York,US,2/15/2021 5:31,42.1657,-74.9481,1539870,45700,138050,1356120,36,7915.620179,35036952,,2.967782995,84000036,USA,180105.5961,,2/14/2021,,
North Carolina,US,2/15/2021 5:31,35.6301,-79.8064,821894,10491,730454,80949,37,7836.455162,9636625,,1.276441974,84000037,USA,9.18817E-06,,2/14/2021,,
North Dakota,US,2/15/2021 5:31,47.5289,-99.784,98426,1461,96404,732,38,12938.18613,1378291,,1.481789507,84000038,USA,180863.3681,,2/14/2021,,
Northern Mariana Islands,US,2/15/2021 5:31,15.0979,145.6739,134,2,29,103,69,243.0001451,17563,,1.492537313,580,MNP,31849.33991,,2/14/2021,,
Ohio,US,2/15/2021 5:31,40.3888,-82.7649,939350,18167,859221,61958,39,8036.11912,11348686,,1.934422739,84000039,USA,9.70878E-06,,2/14/2021,,
Oklahoma,US,2/15/2021 5:31,35.5653,-96.9289,414478,4024,387837,22617,40,10474.62819,3371147,,0.970859732,84000040,USA,85195.14042,,2/14/2021,,
Oregon,US,2/15/2021 5:31,44.572,-122.0709,150281,2137,,,41,3563.071856,3384703,,1.422002781,84000041,USA,80249.26637,,2/14/2021,,
Pennsylvania,US,2/15/2021 5:31,40.5908,-77.2098,902636,23095,776339,103202,42,7050.74813,9799882,,2.558617206,84000042,USA,76549.68302,,2/14/2021,,
Puerto Rico,US,2/15/2021 5:31,18.2208,-66.5901,97609,1919,87616,8074,72,3056.304079,1641772,,1.966007233,630,PRI,51406.67829,,2/14/2021,,
Rhode Island,US,2/15/2021 5:31,41.6809,-71.5118,120821,2462,7496,110863,44,11405.08288,2736973,,2.03772523,84000044,USA,258360.7477,,2/14/2021,,
South Carolina,US,2/15/2021 5:31,33.8569,-80.945,487293,7998,218717,260578,45,9464.363334,4672026,,1.641312311,84000045,USA,90741.61043,,2/14/2021,,
South Dakota,US,2/15/2021 5:31,44.2998,-99.4388,110315,1844,106398,2073,46,12469.77649,672958,,1.671576848,84000046,USA,7.60698E-06,,2/14/2021,,
Tennessee,US,2/15/2021 5:31,35.7478,-86.6923,751147,10933,722598,18010,47,11004.85945,6726614,,1.454744319,84000047,USA,98498.20784,,2/14/2021,,
Texas,US,2/15/2021 5:31,31.0545,-97.5635,2610086,41290,2231709,334388,48,8992.208238,18810731,,1.582936062,84000048,USA,64873.80397,,2/14/2021,,
Utah,US,2/15/2021 5:31,40.15,-111.8624,361294,1794,334201,25299,49,11269.45518,2739498,,0.496548517,84000049,USA,85450.21488,,2/14/2021,,
Vermont,US,2/15/2021 5:31,44.0459,-72.7107,13677,189,10659,2829,50,2191.865562,966693,,1.381881992,84000050,USA,154921.481,,2/14/2021,,
Virgin Islands,US,2/15/2021 5:31,18.3358,-64.8963,2524,25,2399,100,78,2352.985047,44448,,0.990491284,850,VIR,41436.40228,,2/14/2021,,
Virginia,US,2/15/2021 5:31,37.7693,-78.17,549999,7012,42994,499993,51,6443.650351,5607650,,1.274911409,84000051,USA,65697.82107,,2/14/2021,,
Washington,US,2/15/2021 5:31,47.4009,-121.4905,328047,4675,,,53,4307.965982,4896154,,1.425100672,84000053,USA,64297.08205,,2/14/2021,,
West Virginia,US,2/15/2021 5:31,38.4912,-80.9545,127588,2210,113555,11823,54,7119.282068,2085558,,1.732137819,84000054,USA,116372.0387,,2/14/2021,,
Wisconsin,US,2/15/2021 5:31,44.2685,-89.6165,607213,6745,537955,62513,55,10428.85158,6500249,,1.110812845,84000055,USA,1.11641E-05,,2/14/2021,,
Wyoming,US,2/15/2021 5:31,42.756,-107.3025,53136,647,51716,773,56,9181.023535,604578,,1.217630232,84000056,USA,104461.0969,,2/14/2021,,
Alabama,US,2/16/2021 5:31,32.3182,-86.9023,481605,9244,264621,207740,1,9822.288982,,,1.919415288,84000001,USA,,,2/15/2021,,
Alaska,US,2/16/2021 5:31,61.3707,-152.4044,56411,282,,,2,7711.213938,1584548,,0.499902501,84000002,USA,216602.9431,,2/15/2021,,
American Samoa,US,2/16/2021 5:31,-14.271,-170.132,0,0,,,60,0,2140,,,16,ASM,3846.084722,,2/15/2021,,
Arizona,US,2/16/2021 5:31,33.7298,-111.4312,798608,14978,112062,671568,4,10971.82374,7243068,,1.875513393,84000004,USA,49963.14598,,2/15/2021,,
Arkansas,US,2/16/2021 5:31,34.9697,-92.3731,313348,5275,297552,10521,5,10383.31184,2587306,,1.683431839,84000005,USA,85734.72631,,2/15/2021,,
California,US,2/16/2021 8:31,36.1162,-119.6816,3549751,46876,,,6,8987.990881,45964127,,1.31513183,84000006,USA,116328.8813,,2/15/2021,,
Colorado,US,2/16/2021 5:31,39.0598,-105.3111,431118,6002,21970,386573,8,7195.485259,5861313,,1.405993209,84000008,USA,101781.2416,,2/15/2021,,
Connecticut,US,2/16/2021 5:31,41.5978,-72.7554,270242,7447,9800,252995,9,7579.810545,6312225,,2.755678244,84000009,USA,177046.7567,,2/15/2021,,
Delaware,US,2/16/2021 5:31,39.3185,-75.5071,83239,1364,,,10,8548.169782,1356130,,1.638654957,84000010,USA,1.39267E-05,,2/15/2021,,
Diamond Princess,US,2/16/2021 5:31,,,49,0,,,88888,,,,0,84088888,USA,,,2/15/2021,,
District of Columbia,US,2/16/2021 5:31,38.8974,-77.0268,39001,980,27677,10344,11,5526.185655,1172768,,2.512756083,84000011,USA,166173.5263,,2/15/2021,,
Florida,US,2/16/2021 5:31,27.7663,-81.6868,1830988,28934,,,12,8525.050847,22095002,,1.580239739,84000012,USA,102873.976,,2/15/2021,,
Georgia,US,2/16/2021 5:31,33.0406,-83.6431,966807,15928,,,13,9105.853652,6870677,,1.647484969,84000013,USA,64711.34286,,2/15/2021,,
Grand Princess,US,2/16/2021 5:31,,,103,3,,,99999,,,,2.912621359,84099999,USA,,,2/15/2021,,
Guam,US,2/16/2021 5:31,13.4443,144.7937,7699,130,7484,85,66,4687.966194,112915,,1.688530978,316,GUM,68754.60485,,2/15/2021,,
Hawaii,US,2/16/2021 5:31,21.0943,-157.4983,27637,426,,,15,1951.941983,1039013,,1.541411875,84000015,USA,73383.25781,,2/15/2021,,
Idaho,US,2/16/2021 5:31,44.2405,-114.4788,167483,1803,89410,76270,16,9371.95905,622353,,1.07652717,84000016,USA,34825.42605,,2/15/2021,,
Illinois,US,2/16/2021 5:31,40.3495,-88.9861,1163574,22166,,,17,9182.374025,17224247,,1.904992721,84000017,USA,135925.5864,,2/15/2021,,
Indiana,US,2/16/2021 5:31,39.8494,-86.2583,649652,12191,423216,214245,18,9649.894039,7573633,,1.876543134,84000018,USA,1.12498E-05,,2/15/2021,,
Iowa,US,2/16/2021 5:31,42.0115,-93.2105,329726,5237,302158,22331,19,10450.67146,1282323,,1.588288458,84000019,USA,40643.25039,,2/15/2021,,
Kansas,US,2/16/2021 5:31,38.5266,-96.7265,289411,4408,6087,279333,20,9948.395539,1224232,,1.520902052,84000020,USA,42021.97223,,2/15/2021,,
Kentucky,US,2/16/2021 5:31,37.6681,-84.6701,389521,4291,45949,339281,21,8718.655103,3770913,,1.101609413,84000021,USA,84404.40919,,2/15/2021,,
Louisiana,US,2/16/2021 5:31,31.1695,-91.8678,420394,9325,380673,30396,22,9043.076548,5345798,,2.218157252,84000022,USA,114993.2219,,2/15/2021,,
Maine,US,2/16/2021 5:31,44.6939,-69.3819,42677,649,12656,29372,23,3174.871226,1497196,,1.520725449,84000023,USA,111380.9429,,2/15/2021,,
Maryland,US,2/16/2021 5:31,39.0639,-76.8021,371705,7580,9569,354556,24,6148.27447,7485941,,2.039251557,84000024,USA,1.23823E-05,,2/15/2021,,
Massachusetts,US,2/16/2021 5:31,42.2302,-71.5301,559350,12985,453740,90093,25,8115.339232,15531731,,2.77411281,84000025,USA,2.25342E-05,,2/15/2021,,
Michigan,US,2/16/2021 5:31,43.3266,-84.5361,630408,16130,517991,96287,26,6312.376356,9989965,,2.558660423,84000026,USA,1.00031E-05,,2/15/2021,,
