Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alaska,US,2/21/2021 5:30,61.3707,-152.4044,57406,289,,,2,7847.227443,1629829,,0.503431697,84000002,USA,222792.7195,,2/20/2021,,
American Samoa,US,2/21/2021 5:30,-14.271,-170.132,0,0,,,60,0,2140,,,16,ASM,3846.084722,,2/20/2021,,
Arizona,US,2/21/2021 5:30,33.7298,-111.4312,806163,15480,114119,676564,4,11075.61951,7396328,,1.920207204,84000004,USA,50601.10182,,2/20/2021,,
Arkansas,US,2/21/2021 5:30,34.9697,-92.3731,315230,5348,303777,6105,5,10445.67507,2600443,,1.696539035,84000005,USA,86170.04285,,2/20/2021,,
California,US,2/21/2021 8:31,36.1162,-119.6816,3583983,48970,,,6,9074.73619,46813876,,1.36118339,84000006,USA,118479.4791,,2/20/2021,,
Colorado,US,2/21/2021 5:30,39.0598,-105.3111,436473,6036,22270,391655,8,7290.002528,5987245,,1.40229436,84000008,USA,103968.0409,,2/20/2021,,
Connecticut,US,2/21/2021 5:30,41.5978,-72.7554,273101,7523,9800,255778,9,7660.000443,6440305,,2.754658533,84000009,USA,180639.1743,,2/20/2021,,
Delaware,US,2/21/2021 5:30,39.3185,-75.5071,84531,1366,,,10,8680.850802,1385757,,1.615975204,84000010,USA,1.42309E-05,,2/20/2021,,
Diamond Princess,US,2/21/2021 5:30,,,49,0,,,88888,,,,0,84088888,USA,,,2/20/2021,,
District of Columbia,US,2/21/2021 5:30,38.8974,-77.0268,39553,994,28298,10261,11,5604.400431,1191009,,2.51308371,84000011,USA,168758.1562,,2/20/2021,,
Florida,US,2/21/2021 5:30,27.7663,-81.6868,1863707,29813,,,12,8677.389988,22534829,,1.59966132,84000012,USA,104921.8034,,2/20/2021,,
Georgia,US,2/21/2021 5:30,33.0406,-83.6431,983747,16742,,,13,9265.402725,7019510,,1.701860336,84000013,USA,66113.12368,,2/20/2021,,
Grand Princess,US,2/21/2021 5:30,,,103,3,,,99999,,,,2.912621359,84099999,USA,,,2/20/2021,,
Guam,US,2/21/2021 5:30,13.4443,144.7937,7715,130,7528,57,66,4697.708687,114710,,1.685029164,316,GUM,69847.59086,,2/20/2021,,
Hawaii,US,2/21/2021 5:30,21.0943,-157.4983,27886,430,,,15,1969.528319,1054099,,1.541992398,84000015,USA,74448.7496,,2/20/2021,,
Idaho,US,2/21/2021 5:30,44.2405,-114.4788,169150,1826,91637,75687,16,9465.240492,629647,,1.079515223,84000016,USA,35233.58132,,2/20/2021,,
Illinois,US,2/21/2021 5:30,40.3495,-88.9861,1172824,22426,,,17,9255.370637,17547531,,1.912136859,84000017,USA,138476.7904,,2/20/2021,,
Indiana,US,2/21/2021 5:30,39.8494,-86.2583,654660,12336,427682,214642,18,9724.282588,7721658,,1.884336908,84000018,USA,1.14697E-05,,2/20/2021,,
Iowa,US,2/21/2021 5:30,42.0115,-93.2105,332182,5336,308712,18134,19,10528.51442,1298607,,1.606348327,84000019,USA,41159.37206,,2/20/2021,,
Kansas,US,2/21/2021 5:30,38.5266,-96.7265,292838,4611,6206,282398,20,10064.65489,1238423,,1.572566206,84000020,USA,42509.08072,,2/20/2021,,
Kentucky,US,2/21/2021 5:30,37.6681,-84.6701,396018,4426,46702,344890,21,8864.077563,3807556,,1.117625966,84000021,USA,85224.59007,,2/20/2021,,
Louisiana,US,2/21/2021 5:30,31.1695,-91.8678,422287,9440,396834,16013,22,9083.796787,5390130,,2.235446509,84000022,USA,115946.8456,,2/20/2021,,
Maine,US,2/21/2021 5:30,44.6939,-69.3819,43367,658,12759,29950,23,3226.202415,1542768,,1.517282726,84000023,USA,114771.1819,,2/20/2021,,
Maryland,US,2/21/2021 5:30,39.0639,-76.8021,375737,7697,9600,358440,24,6214.96672,7622654,,2.048507334,84000024,USA,1.26084E-05,,2/20/2021,,
Massachusetts,US,2/21/2021 5:30,42.2302,-71.5301,567764,13148,477796,74189,25,8237.413897,15998148,,2.779147674,84000025,USA,2.32109E-05,,2/20/2021,,
Michigan,US,2/21/2021 5:30,43.3266,-84.5361,636269,16342,529080,90847,26,6371.063489,10145067,,2.568410531,84000026,USA,1.01584E-05,,2/20/2021,,
Minnesota,US,2/21/2021 5:30,45.6945,-93.9002,478157,6491,464504,7162,27,8478.514201,6729262,,1.357503916,84000027,USA,119320.9415,,2/20/2021,,
Mississippi,US,2/21/2021 5:30,32.7416,-89.6787,290242,6553,264456,19233,28,9752.267108,1683625,,2.257771101,84000028,USA,56570.58837,,2/20/2021,,
Missouri,US,2/21/2021 5:30,38.4561,-92.2884,556700,8059,,,29,9070.57484,4384973,,1.447637866,84000029,USA,71446.42674,,2/20/2021,,
Montana,US,2/21/2021 5:30,46.9219,-110.4544,98641,1341,94874,2426,30,9229.325454,1045673,,1.359475269,84000030,USA,97838.18529,,2/20/2021,,
Nebraska,US,2/21/2021 5:30,41.1254,-98.2681,198751,2047,142336,54368,31,10274.51293,2309233,,1.029931925,84000031,USA,119376.7292,,2/20/2021,,
Nevada,US,2/21/2021 5:30,38.3135,-117.0554,290671,4868,,,32,9436.892157,2656833,,1.674745675,84000032,USA,86256.44286,,2/20/2021,,
New Hampshire,US,2/21/2021 5:30,43.4525,-71.5639,73161,1153,68927,3081,33,5380.628678,1411689,,1.575976272,84000033,USA,103822.7241,,2/20/2021,,
New Jersey,US,2/21/2021 5:30,40.2989,-74.521,764375,22834,73643,667898,34,8605.704224,10330556,,2.987277187,84000034,USA,116306.4064,,2/20/2021,,
New Mexico,US,2/21/2021 5:30,34.8405,-106.2485,182475,3610,130775,48090,35,8702.426378,2600275,,1.978353199,84000035,USA,124009.874,,2/20/2021,,
New York,US,2/21/2021 5:30,42.1657,-74.9481,1585435,46512,141592,1397331,36,8149.844648,36240435,,2.933705891,84000036,USA,186292.0367,,2/20/2021,,
North Carolina,US,2/21/2021 5:30,35.6301,-79.8064,840096,10896,765456,63744,37,8010.004497,9896389,,1.296994629,84000037,USA,9.43584E-06,,2/20/2021,,
North Dakota,US,2/21/2021 5:30,47.5289,-99.784,99057,1467,97002,759,38,13020.98779,1392548,,1.478413351,84000038,USA,182734.2132,,2/20/2021,,
Northern Mariana Islands,US,2/21/2021 5:30,15.0979,145.6739,143,2,29,112,69,259.3210503,17564,,1.398601399,580,MNP,31851.15334,,2/20/2021,,
Ohio,US,2/21/2021 5:30,40.3888,-82.7649,952306,18441,884877,48984,39,8146.957422,11631312,,1.936877432,84000039,USA,9.95056E-06,,2/20/2021,,
Oklahoma,US,2/21/2021 5:30,35.5653,-96.9289,419298,4155,398563,16580,40,10596.43854,3414513,,0.990942003,84000040,USA,86291.07972,,2/20/2021,,
Oregon,US,2/21/2021 5:30,44.572,-122.0709,152711,2154,,,41,3620.68569,3465787,,1.410507429,84000041,USA,82171.7191,,2/20/2021,,
Pennsylvania,US,2/21/2021 5:30,40.5908,-77.2098,919364,23565,811315,84484,42,7181.415325,10070782,,2.563184984,84000042,USA,78665.76045,,2/20/2021,,
Puerto Rico,US,2/21/2021 5:30,18.2208,-66.5901,98835,1957,89460,7418,72,3094.692228,1672361,,1.98006779,630,PRI,52364.47199,,2/20/2021,,
Rhode Island,US,2/21/2021 5:30,41.6809,-71.5118,123145,2485,7705,112955,44,11624.46041,2853784,,2.017946323,84000044,USA,269387.3005,,2/20/2021,,
South Carolina,US,2/21/2021 5:30,33.8569,-80.945,501277,8256,227933,265088,45,9735.965136,4810327,,1.646993578,84000045,USA,93427.73749,,2/20/2021,,
South Dakota,US,2/21/2021 5:30,44.2998,-99.4388,111165,1859,107309,1997,46,12565.85871,680703,,1.67228894,84000046,USA,7.69452E-06,,2/20/2021,,
Tennessee,US,2/21/2021 5:30,35.7478,-86.6923,757905,11115,736300,10900,47,11104.05153,6787439,,1.465749721,84000047,USA,99388.87192,,2/20/2021,,
Texas,US,2/21/2021 5:30,31.0545,-97.5635,2633683,42062,2312445,276441,48,9073.450812,19127832,,1.597953877,84000048,USA,65967.41103,,2/20/2021,,
Utah,US,2/21/2021 5:30,40.15,-111.8624,366034,1842,343202,20990,49,11417.30491,2788882,,0.50323194,84000049,USA,86990.59688,,2/20/2021,,
Vermont,US,2/21/2021 5:30,44.0459,-72.7107,14359,196,11540,2623,50,2301.16236,1009285,,1.364997563,84000050,USA,161747.2423,,2/20/2021,,
Virgin Islands,US,2/21/2021 5:30,18.3358,-64.8963,2575,25,2464,86,78,2400.529515,46139,,0.970873786,850,VIR,43012.82768,,2/20/2021,,
Virginia,US,2/21/2021 5:30,37.7693,-78.17,561812,7197,45667,508948,51,6582.048496,5728208,,1.281033513,84000051,USA,67110.24836,,2/20/2021,,
Washington,US,2/21/2021 5:30,47.4009,-121.4905,333794,4822,,,53,4383.436511,5048054,,1.444603558,84000053,USA,66291.85729,,2/20/2021,,
West Virginia,US,2/21/2021 5:30,38.4912,-80.9545,129364,2254,117974,9136,54,7218.381081,2134158,,1.742370366,84000054,USA,119083.8698,,2/20/2021,,
Wisconsin,US,2/21/2021 5:30,44.2685,-89.6165,611789,6871,543411,61507,55,10507.44414,6653378,,1.123099631,84000055,USA,1.14271E-05,,2/20/2021,,
Wyoming,US,2/21/2021 5:30,42.756,-107.3025,53683,662,52259,762,56,9275.536104,620388,,1.233165062,84000056,USA,107192.8039,,2/20/2021,,
Alabama,US,2/22/2021 5:30,32.3182,-86.9023,486843,9592,275245,202006,1,9929.117502,,,1.970245028,84000001,USA,,,2/21/2021,,
Alaska,US,2/22/2021 5:30,61.3707,-152.4044,57406,289,,,2,7847.227443,1629829,,0.503431697,84000002,USA,222792.7195,,2/21/2021,,
American Samoa,US,2/22/2021 5:30,-14.271,-170.132,0,0,,,60,0,2140,,,16,ASM,3846.084722,,2/21/2021,,
Arizona,US,2/22/2021 5:30,33.7298,-111.4312,807967,15505,114497,677965,4,11100.4041,7433448,,1.919014019,84000004,USA,50748.18818,,2/21/2021,,
Arkansas,US,2/22/2021 5:30,34.9697,-92.3731,315514,5357,304460,5697,5,10455.08588,2602624,,1.697864437,84000005,USA,86242.31395,,2/21/2021,,
California,US,2/22/2021 8:30,36.1162,-119.6816,3589114,49209,,,6,9087.716983,47043348,,1.365616573,84000006,USA,119060.2412,,2/21/2021,,
Colorado,US,2/22/2021 5:30,39.0598,-105.3111,437258,6038,22316,392406,8,7303.929196,6011339,,1.400809293,84000008,USA,104386.4313,,2/21/2021,,
Connecticut,US,2/22/2021 5:30,41.5978,-72.7554,273101,7523,9800,255778,9,7660.000443,6440305,,2.754658533,84000009,USA,180639.1743,,2/21/2021,,
Delaware,US,2/22/2021 5:30,39.3185,-75.5071,84732,1367,,,10,8701.492353,1389561,,1.613322003,84000010,USA,1.427E-05,,2/21/2021,,
Diamond Princess,US,2/22/2021 5:30,,,49,0,,,88888,,,,0,84088888,USA,,,2/21/2021,,
District of Columbia,US,2/22/2021 5:30,38.8974,-77.0268,39648,995,28365,10288,11,5617.861308,1195253,,2.509584342,84000011,USA,169359.5032,,2/21/2021,,
Florida,US,2/22/2021 5:30,27.7663,-81.6868,1868772,29906,,,12,8700.972547,22579421,,1.600302231,84000012,USA,105129.4231,,2/21/2021,,
Georgia,US,2/22/2021 5:30,33.0406,-83.6431,985505,16744,,,13,9281.960415,7042229,,1.699027402,84000013,USA,66327.10216,,2/21/2021,,
Grand Princess,US,2/22/2021 5:30,,,103,3,,,99999,,,,2.912621359,84099999,USA,,,2/21/2021,,
Guam,US,2/22/2021 5:30,13.4443,144.7937,7715,130,7528,57,66,4697.708687,114714,,1.685029164,316,GUM,69850.02649,,2/21/2021,,
Hawaii,US,2/22/2021 5:30,21.0943,-157.4983,27968,431,,,15,1975.319803,1063576,,1.541046911,84000015,USA,75118.08977,,2/21/2021,,
Idaho,US,2/22/2021 5:30,44.2405,-114.4788,169150,1826,91926,75398,16,9465.240492,630724,,1.079515223,84000016,USA,35293.84773,,2/21/2021,,
Illinois,US,2/22/2021 5:30,40.3495,-88.9861,1174409,22466,,,17,9267.878705,17622800,,1.912962179,84000017,USA,139070.7776,,2/21/2021,,
Indiana,US,2/22/2021 5:30,39.8494,-86.2583,655541,12372,427828,215341,18,9737.368912,7754038,,1.887296142,84000018,USA,1.15178E-05,,2/21/2021,,
Iowa,US,2/22/2021 5:30,42.0115,-93.2105,332760,5336,309192,18232,19,10546.83414,1300171,,1.60355812,84000019,USA,41208.94307,,2/21/2021,,
Kansas,US,2/22/2021 5:30,38.5266,-96.7265,292838,4611,6206,282398,20,10064.65489,1238423,,1.572566206,84000020,USA,42509.08072,,2/21/2021,,
Kentucky,US,2/22/2021 5:30,37.6681,-84.6701,396997,4447,46753,345797,21,8885.990537,3807556,,1.120159598,84000021,USA,85224.59007,,2/21/2021,,
Louisiana,US,2/22/2021 5:30,31.1695,-91.8678,424176,9466,396834,17876,22,9124.430981,5416687,,2.231620837,84000022,USA,116518.112,,2/21/2021,,
Maine,US,2/22/2021 5:30,44.6939,-69.3819,43497,658,12761,30078,23,3235.873508,1542898,,1.512748006,84000023,USA,114780.853,,2/21/2021,,
Maryland,US,2/22/2021 5:30,39.0639,-76.8021,376355,7715,9606,359034,24,6225.188895,7654818,,2.049926266,84000024,USA,1.26616E-05,,2/21/2021,,
Massachusetts,US,2/22/2021 5:30,42.2302,-71.5301,569284,13171,477796,75662,25,8259.466844,16089033,,2.779983277,84000025,USA,2.33428E-05,,2/21/2021,,
Michigan,US,2/22/2021 5:30,43.3266,-84.5361,636269,16342,529080,90847,26,6371.063489,10145067,,2.568410531,84000026,USA,1.01584E-05,,2/21/2021,,
Minnesota,US,2/22/2021 5:30,45.6945,-93.9002,479036,6500,465382,7154,27,8494.100324,6754710,,1.356891758,84000027,USA,119772.1766,,2/21/2021,,
Mississippi,US,2/22/2021 5:30,32.7416,-89.6787,290632,6553,264456,19623,28,9765.37129,1684015,,2.254741391,84000028,USA,56583.69255,,2/21/2021,,
Missouri,US,2/22/2021 5:30,38.4561,-92.2884,557278,8059,,,29,9079.992466,4395885,,1.446136399,84000029,USA,71624.22109,,2/21/2021,,
Montana,US,2/22/2021 5:30,46.9219,-110.4544,98779,1342,95211,2226,30,9242.237396,1048901,,1.358588364,84000030,USA,98140.21247,,2/21/2021,,
Nebraska,US,2/22/2021 5:30,41.1254,-98.2681,198949,2047,142336,54566,31,10284.74862,2314397,,1.028906906,84000031,USA,119643.6843,,2/21/2021,,
Nevada,US,2/22/2021 5:30,38.3135,-117.0554,290972,4872,,,32,9446.66439,2662867,,1.674387914,84000032,USA,86452.34202,,2/21/2021,,
New Hampshire,US,2/22/2021 5:30,43.4525,-71.5639,73413,1154,69319,2940,33,5399.162028,1419275,,1.571928677,84000033,USA,104380.6368,,2/21/2021,,
New Jersey,US,2/22/2021 5:30,40.2989,-74.521,766405,22858,73920,669627,34,8628.558948,10332587,,2.9824962,84000034,USA,116329.2724,,2/21/2021,,
New Mexico,US,2/22/2021 5:30,34.8405,-106.2485,182789,3624,132219,46946,35,8717.401371,2609761,,1.982613833,84000035,USA,124462.2714,,2/21/2021,,
New York,US,2/22/2021 5:30,42.1657,-74.9481,1591672,46623,142307,1402742,36,8181.905616,36461592,,2.929183902,84000036,USA,187428.8826,,2/21/2021,,
North Carolina,US,2/22/2021 5:30,35.6301,-79.8064,842637,10926,765456,66255,37,8034.231991,9937673,,1.296643751,84000037,USA,9.4752E-06,,2/21/2021,,
North Dakota,US,2/22/2021 5:30,47.5289,-99.784,99092,1468,97114,695,38,13027.41772,1393460,,1.478690935,84000038,USA,182853.8885,,2/21/2021,,
Northern Mariana Islands,US,2/22/2021 5:30,15.0979,145.6739,143,2,29,112,69,259.3210503,17572,,1.398601399,580,MNP,31865.66082,,2/21/2021,,
Ohio,US,2/22/2021 5:30,40.3888,-82.7649,953767,18475,887612,47676,39,8159.456246,11652132,,1.937475295,84000039,USA,9.96837E-06,,2/21/2021,,
Oklahoma,US,2/22/2021 5:30,35.5653,-96.9289,420345,4181,399817,16347,40,10622.89817,3415549,,0.994659149,84000040,USA,86317.26136,,2/21/2021,,
Oregon,US,2/22/2021 5:30,44.572,-122.0709,152818,2155,,,41,3623.222595,3465787,,1.410174194,84000041,USA,82171.7191,,2/21/2021,,
Pennsylvania,US,2/22/2021 5:30,40.5908,-77.2098,921285,23592,811315,86378,42,7196.420806,10070782,,2.560771097,84000042,USA,78665.76045,,2/21/2021,,
Puerto Rico,US,2/22/2021 5:30,18.2208,-66.5901,99084,1979,89496,7609,72,3102.488842,1674362,,1.997295224,630,PRI,52427.12671,,2/21/2021,,
Rhode Island,US,2/22/2021 5:30,41.6809,-71.5118,123145,2488,7705,112952,44,11624.46041,2853784,,2.020382476,84000044,USA,269387.3005,,2/21/2021,,
South Carolina,US,2/22/2021 5:30,33.8569,-80.945,504149,8324,229445,266380,45,9791.746055,4847710,,1.651099179,84000045,USA,94153.80229,,2/21/2021,,
South Dakota,US,2/22/2021 5:30,44.2998,-99.4388,111304,1863,107475,1966,46,12581.57098,682181,,1.673794293,84000046,USA,7.71123E-06,,2/21/2021,,
Tennessee,US,2/22/2021 5:30,35.7478,-86.6923,758776,11133,737635,10417,47,11116.79099,6796955,,1.466440986,84000047,USA,99528.21527,,2/21/2021,,
Texas,US,2/22/2021 5:30,31.0545,-97.5635,2638173,42184,2318193,275056,48,9088.915077,19165851,,1.599826365,84000048,USA,66098.52965,,2/21/2021,,
Utah,US,2/22/2021 5:30,40.15,-111.8624,366735,1852,344387,20496,49,11439.17044,2796344,,0.504996796,84000049,USA,87223.35102,,2/21/2021,,
Vermont,US,2/22/2021 5:30,44.0459,-72.7107,14493,197,11649,2647,50,2322.637098,1021885,,1.359276892,84000050,USA,163766.5087,,2/21/2021,,
Virgin Islands,US,2/22/2021 5:30,18.3358,-64.8963,2575,25,2464,86,78,2400.529515,46139,,0.970873786,850,VIR,43012.82768,,2/21/2021,,
Virginia,US,2/22/2021 5:30,37.7693,-78.17,564115,7331,45746,511038,51,6609.029867,5749734,,1.299557714,84000051,USA,67362.44158,,2/21/2021,,
Washington,US,2/22/2021 5:30,47.4009,-121.4905,333794,4822,,,53,4383.436511,5074078,,1.444603558,84000053,USA,66633.60864,,2/21/2021,,
West Virginia,US,2/22/2021 5:30,38.4912,-80.9545,129616,2261,118401,8954,54,7232.442428,2141232,,1.744383409,84000054,USA,119478.5919,,2/21/2021,,
Wisconsin,US,2/22/2021 5:30,44.2685,-89.6165,612240,6871,544250,61119,55,10515.19004,6677613,,1.122272312,84000055,USA,1.14688E-05,,2/21/2021,,
Wyoming,US,2/22/2021 5:30,42.756,-107.3025,53795,662,52431,702,56,9294.887855,620388,,1.230597639,84000056,USA,107192.8039,,2/21/2021,,
Alabama,US,2/23/2021 5:30,32.3182,-86.9023,487520,9592,275245,202683,1,9942.924854,,,1.967509025,84000001,USA,,,2/22/2021,,
Alaska,US,2/23/2021 5:30,61.3707,-152.4044,57751,290,,,2,7894.387905,1648785,,0.502155807,84000002,USA,225383.9477,,2/22/2021,,
American Samoa,US,2/23/2021 5:30,-14.271,-170.132,0,0,,,60,0,2140,,,16,ASM,3846.084722,,2/22/2021,,
Arizona,US,2/23/2021 5:30,33.7298,-111.4312,809474,15502,114855,679117,4,11121.10829,7458884,,1.915070774,84000004,USA,50876.45254,,2/22/2021,,
Arkansas,US,2/23/2021 5:30,34.9697,-92.3731,315759,5363,305470,4926,5,10463.20437,2605058,,1.698447233,84000005,USA,86322.96862,,2/22/2021,,
California,US,2/23/2021 8:30,36.1162,-119.6816,3593195,49315,,,6,9098.134013,47320802,,1.366751278,84000006,USA,119762.4391,,2/22/2021,,
Colorado,US,2/23/2021 5:30,39.0598,-105.3111,438538,6049,22364,393037,8,7315.737342,6026476,,1.398785646,84000008,USA,104649.2841,,2/22/2021,,
Connecticut,US,2/23/2021 5:30,41.5978,-72.7554,275334,7562,,,9,7722.632147,6526785,,2.746482454,84000009,USA,183064.7855,,2/22/2021,,
Delaware,US,2/23/2021 5:30,39.3185,-75.5071,85090,1368,,,10,8738.256908,1393211,,1.607709484,84000010,USA,1.43075E-05,,2/22/2021,,
Diamond Princess,US,2/23/2021 5:30,,,49,0,,,88888,,,,0,84088888,USA,,,2/22/2021,,
District of Columbia,US,2/23/2021 5:30,38.8974,-77.0268,39755,995,28457,10303,11,5633.022505,1198762,,2.502829833,84000011,USA,169856.7054,,2/22/2021,,
Florida,US,2/23/2021 5:30,27.7663,-81.6868,1872923,30065,,,12,8720.299536,22666222,,1.60524485,84000012,USA,105533.5672,,2/22/2021,,
Georgia,US,2/23/2021 5:30,33.0406,-83.6431,987041,16835,,,13,9296.427203,7057282,,1.705602908,84000013,USA,66468.87856,,2/22/2021,,
Grand Princess,US,2/23/2021 5:30,,,103,3,,,99999,,,,2.912621359,84099999,USA,,,2/22/2021,,
Guam,US,2/23/2021 5:30,13.4443,144.7937,7727,130,7544,53,66,4705.015558,115868,,1.68241232,316,GUM,70552.70385,,2/22/2021,,
Hawaii,US,2/23/2021 5:30,21.0943,-157.4983,28002,431,,,15,1977.72115,1069386,,1.539175773,84000015,USA,75528.4376,,2/22/2021,,
Idaho,US,2/23/2021 5:30,44.2405,-114.4788,169584,1826,91926,75832,16,9489.526122,630724,,1.076752524,84000016,USA,35293.84773,,2/22/2021,,
Illinois,US,2/23/2021 5:30,40.3495,-88.9861,1175655,22506,,,17,9277.711546,17660161,,1.914337114,84000017,USA,139365.6129,,2/22/2021,,
Indiana,US,2/23/2021 5:30,39.8494,-86.2583,656358,12407,428623,215328,18,9749.504584,7794765,,1.89027939,84000018,USA,1.15783E-05,,2/22/2021,,
Iowa,US,2/23/2021 5:30,42.0115,-93.2105,333080,5374,309539,18167,19,10556.97655,1301870,,1.613426204,84000019,USA,41262.7929,,2/22/2021,,
Kansas,US,2/23/2021 5:30,38.5266,-96.7265,293681,4640,6235,283205,20,10094.34616,1243499,,1.577801959,84000020,USA,42683.31529,,2/22/2021,,
Kentucky,US,2/23/2021 5:30,37.6681,-84.6701,397526,4460,46779,346287,21,8897.831153,3851233,,1.121939194,84000021,USA,86202.2131,,2/22/2021,,
Louisiana,US,2/23/2021 5:30,31.1695,-91.8678,424644,9477,396834,18333,22,9134.498109,5423943,,2.231751773,84000022,USA,116674.1955,,2/22/2021,,
Maine,US,2/23/2021 5:30,44.6939,-69.3819,43594,658,12766,30170,23,3243.089632,1577096,,1.509382025,84000023,USA,117324.9458,,2/22/2021,,
Maryland,US,2/23/2021 5:30,39.0639,-76.8021,376966,7732,9606,359628,24,6235.295285,7677006,,2.051113363,84000024,USA,1.26983E-05,,2/22/2021,,
Massachusetts,US,2/23/2021 5:30,42.2302,-71.5301,570546,13192,477796,76897,25,8277.776593,16141093,,2.778566496,84000025,USA,2.34183E-05,,2/22/2021,,
Michigan,US,2/23/2021 5:30,43.3266,-84.5361,637928,16343,529080,92505,26,6387.675322,10191403,,2.561887862,84000026,USA,1.02048E-05,,2/22/2021,,
Minnesota,US,2/23/2021 5:30,45.6945,-93.9002,479591,6501,466311,6779,27,8503.941392,6771188,,1.355530025,84000027,USA,120064.3588,,2/22/2021,,
Mississippi,US,2/23/2021 5:30,32.7416,-89.6787,290874,6553,264456,19865,28,9773.502604,1727060,,2.252865502,84000028,USA,58030.02471,,2/22/2021,,
Missouri,US,2/23/2021 5:30,38.4561,-92.2884,558218,8062,,,29,9095.308328,4403835,,1.444238631,84000029,USA,71753.75418,,2/22/2021,,
Montana,US,2/23/2021 5:30,46.9219,-110.4544,98810,1341,95299,2170,30,9245.137905,1050392,,1.357150086,84000030,USA,98279.71758,,2/22/2021,,
Nebraska,US,2/23/2021 5:30,41.1254,-98.2681,199045,2047,142336,54662,31,10289.71137,2316398,,1.028410661,84000031,USA,119747.1268,,2/22/2021,,
Nevada,US,2/23/2021 5:30,38.3135,-117.0554,291145,4882,,,32,9452.280988,2667800,,1.676827698,84000032,USA,86612.49625,,2/22/2021,,
New Hampshire,US,2/23/2021 5:30,43.4525,-71.5639,73665,1154,69628,2883,33,5417.695378,1422090,,1.566551279,84000033,USA,104587.6661,,2/22/2021,,
New Jersey,US,2/23/2021 5:30,40.2989,-74.521,769109,22874,74109,672126,34,8659.00189,10335291,,2.974090799,84000034,USA,116359.7153,,2/22/2021,,
New Mexico,US,2/23/2021 5:30,34.8405,-106.2485,183023,3635,134105,45283,35,8728.56108,2619107,,1.98608918,84000035,USA,124907.992,,2/22/2021,,
New York,US,2/23/2021 5:30,42.1657,-74.9481,1597969,46729,142724,1408516,36,8214.275011,36603611,,2.924274501,84000036,USA,188158.9237,,2/22/2021,,
North Carolina,US,2/23/2021 5:30,35.6301,-79.8064,844770,10934,795521,38315,37,8054.569357,9976434,,1.294316796,84000037,USA,9.51216E-06,,2/22/2021,,
North Dakota,US,2/23/2021 5:30,47.5289,-99.784,99194,1468,97164,680,38,13032.01052,1394905,,1.478169808,84000038,USA,183043.5056,,2/22/2021,,
Northern Mariana Islands,US,2/23/2021 5:30,15.0979,145.6739,143,2,29,112,69,259.3210503,17572,,1.398601399,580,MNP,31865.66082,,2/22/2021,,
Ohio,US,2/23/2021 5:30,40.3888,-82.7649,955378,18513,889959,46902,39,8173.238316,11697969,,1.938185723,84000039,USA,1.00076E-05,,2/22/2021,,
Oklahoma,US,2/23/2021 5:30,35.5653,-96.9289,420856,4203,400597,16056,40,10635.81209,3416048,,0.998678883,84000040,USA,86329.87202,,2/22/2021,,
Oregon,US,2/23/2021 5:30,44.572,-122.0709,153135,2156,,,41,3630.738474,3465787,,1.407908055,84000041,USA,82171.7191,,2/22/2021,,
Pennsylvania,US,2/23/2021 5:30,40.5908,-77.2098,922788,23608,814366,84814,42,7208.161169,10121980,,2.558334092,84000042,USA,79065.68268,,2/22/2021,,
Puerto Rico,US,2/23/2021 5:30,18.2208,-66.5901,99257,1983,89469,7805,72,3107.905767,1674889,,1.997843981,630,PRI,52443.62797,,2/22/2021,,
Rhode Island,US,2/23/2021 5:30,41.6809,-71.5118,123980,2490,7648,113842,44,11703.28151,2891439,,2.00838845,84000044,USA,272941.8017,,2/22/2021,,
South Carolina,US,2/23/2021 5:30,33.8569,-80.945,505589,8332,230793,266464,45,9819.714204,4848302,,1.647978892,84000045,USA,94165.30031,,2/22/2021,,
South Dakota,US,2/23/2021 5:30,44.2998,-99.4388,111334,1863,107538,1933,46,12584.96212,682648,,1.673343273,84000046,USA,7.71651E-06,,2/22/2021,,
Tennessee,US,2/23/2021 5:30,35.7478,-86.6923,759831,11153,738731,10353,47,11132.19549,6804207,,1.467042514,84000047,USA,99634.40674,,2/22/2021,,
Texas,US,2/23/2021 5:30,31.0545,-97.5635,2644543,42314,2331940,267535,48,9110.866471,19199117,,1.601233413,84000048,USA,66213.25629,,2/22/2021,,
Utah,US,2/23/2021 5:30,40.15,-111.8624,367073,1853,344965,20255,49,11449.71332,2801118,,0.504804222,84000049,USA,87372.26127,,2/22/2021,,
Vermont,US,2/23/2021 5:30,44.0459,-72.7107,14608,198,11761,2649,50,2341.06691,1024572,,1.355421687,84000050,USA,164197.1253,,2/22/2021,,
Virgin Islands,US,2/23/2021 5:30,18.3358,-64.8963,2579,25,2465,89,78,2404.258493,46272,,0.969367972,850,VIR,43136.8162,,2/22/2021,,
Virginia,US,2/23/2021 5:30,37.7693,-78.17,565270,7486,45892,511892,51,6622.561557,5762389,,1.32432289,84000051,USA,67510.70439,,2/22/2021,,
Washington,US,2/23/2021 5:30,47.4009,-121.4905,334962,4857,,,53,4398.774874,5074078,,1.450015226,84000053,USA,66633.60864,,2/22/2021,,
